,id,service_id,branch_id,time_taken,request_time,rating
3800,3801,1,7,2,Night,4
3801,3802,1,18,1,Day-Off-Peak,5
3802,3803,1,1,1,Night,4
3803,3804,1,30,2,Night,5
3804,3805,1,6,1,Night,5
3805,3806,1,15,1,Night,4
3806,3807,2,74,13,Day-Off-Peak,5
3807,3808,1,1,2,Night,4
3808,3809,2,21,13,Day-Off-Peak,4
3809,3810,1,5,5,Night,3
3810,3811,1,5,3,Night,3
3811,3812,4,85,9,Day-Peak,4
3812,3813,1,79,3,Day-Peak,4
3813,3814,2,95,13,Night,4
3814,3815,1,2,3,Day-Off-Peak,4
3815,3816,3,45,7,Night,4
3816,3817,3,26,7,Night,5
3817,3818,3,80,9,Night,3
3818,3819,1,49,2,Day-Off-Peak,5
3819,3820,1,12,3,Day-Off-Peak,3
3820,3821,1,15,3,Day-Peak,3
3821,3822,1,56,2,Day-Peak,4
3822,3823,1,7,2,Day-Peak,4
3823,3824,1,45,2,Day-Peak,4
3824,3825,1,66,2,Night,5
3825,3826,2,70,13,Day-Peak,5
3826,3827,1,19,2,Day-Off-Peak,5
3827,3828,3,60,7,Day-Off-Peak,4
3828,3829,2,62,12,Day-Off-Peak,5
3829,3830,3,88,7,Day-Peak,4
3830,3831,3,39,6,Day-Peak,4
3831,3832,2,92,13,Night,4
3832,3833,2,64,14,Day-Peak,3
3833,3834,2,34,13,Night,5
3834,3835,1,38,2,Day-Off-Peak,4
3835,3836,2,13,12,Day-Off-Peak,5
3836,3837,4,57,8,Day-Peak,4
3837,3838,1,85,2,Day-Peak,4
3838,3839,3,84,7,Night,5
3839,3840,1,51,2,Night,5
3840,3841,1,22,2,Day-Off-Peak,5
3841,3842,2,6,13,Night,5
3842,3843,2,44,12,Day-Off-Peak,5
3843,3844,3,66,7,Day-Off-Peak,5
3844,3845,2,45,13,Day-Off-Peak,4
3845,3846,1,32,1,Day-Off-Peak,5
3846,3847,3,49,6,Day-Off-Peak,5
3847,3848,1,55,4,Day-Peak,3
3848,3849,1,40,2,Day-Peak,5
3849,3850,1,6,1,Day-Peak,5
3850,3851,2,8,13,Day-Peak,4
3851,3852,1,27,2,Day-Off-Peak,4
3852,3853,1,4,2,Day-Off-Peak,4
3853,3854,3,63,9,Day-Peak,3
3854,3855,2,62,14,Day-Peak,4
3855,3856,3,59,9,Day-Peak,4
3856,3857,3,93,7,Day-Peak,4
3857,3858,1,8,5,Day-Peak,3
3858,3859,1,4,2,Night,4
3859,3860,2,61,13,Day-Off-Peak,5
3860,3861,1,43,3,Day-Peak,3
3861,3862,4,69,8,Night,5
3862,3863,1,32,2,Day-Peak,5
3863,3864,1,83,1,Night,4
3864,3865,1,46,2,Day-Peak,4
3865,3866,2,92,12,Night,4
3866,3867,3,58,8,Night,4
3867,3868,1,19,4,Day-Off-Peak,4
3868,3869,2,22,15,Day-Peak,4
3869,3870,1,18,2,Day-Peak,5
3870,3871,3,67,7,Day-Peak,4
3871,3872,1,16,2,Night,4
3872,3873,3,64,7,Night,4
3873,3874,3,84,7,Day-Peak,5
3874,3875,3,17,7,Day-Peak,4
3875,3876,1,60,2,Day-Off-Peak,4
3876,3877,3,74,6,Night,5
3877,3878,4,94,13,Day-Peak,4
3878,3879,3,98,7,Night,5
3879,3880,1,4,2,Day-Off-Peak,4
3880,3881,1,31,2,Day-Off-Peak,4
3881,3882,2,70,13,Day-Off-Peak,5
3882,3883,2,23,14,Day-Off-Peak,4
3883,3884,1,36,3,Night,4
3884,3885,1,75,2,Day-Off-Peak,4
3885,3886,1,50,2,Day-Peak,4
3886,3887,2,16,13,Night,4
3887,3888,1,79,2,Day-Off-Peak,5
3888,3889,4,90,9,Day-Off-Peak,5
3889,3890,1,15,2,Day-Peak,4
3890,3891,1,47,2,Day-Peak,4
3891,3892,1,35,3,Night,3
3892,3893,4,100,9,Day-Peak,4
3893,3894,2,5,14,Day-Off-Peak,3
3894,3895,4,80,10,Day-Peak,3
3895,3896,3,61,7,Night,5
3896,3897,1,3,4,Day-Peak,4
3897,3898,1,4,2,Day-Peak,4
3898,3899,2,54,15,Day-Off-Peak,4
3899,3900,2,73,14,Night,4
3900,3901,3,78,7,Day-Peak,4
3901,3902,4,80,13,Night,3
3902,3903,1,37,1,Day-Peak,5
3903,3904,1,81,2,Day-Off-Peak,4
3904,3905,1,9,1,Night,4
3905,3906,2,45,13,Day-Off-Peak,4
3906,3907,1,61,2,Day-Peak,5
3907,3908,1,55,1,Day-Off-Peak,4
3908,3909,2,88,12,Day-Peak,4
3909,3910,1,22,3,Day-Off-Peak,4
3910,3911,4,95,9,Day-Peak,4
3911,3912,3,40,6,Day-Peak,5
3912,3913,2,42,13,Day-Off-Peak,5
3913,3914,4,100,9,Night,4
3914,3915,2,83,13,Day-Peak,4
3915,3916,1,42,2,Day-Peak,5
3916,3917,4,87,10,Night,3
3917,3918,1,27,2,Night,4
3918,3919,3,60,6,Night,4
3919,3920,1,53,2,Day-Peak,4
3920,3921,2,62,12,Day-Peak,5
3921,3922,2,38,12,Day-Off-Peak,4
3922,3923,1,1,1,Night,4
3923,3924,3,90,8,Night,4
3924,3925,2,63,14,Night,3
3925,3926,4,88,11,Day-Peak,3
3926,3927,1,10,4,Day-Peak,4
3927,3928,4,72,9,Night,5
3928,3929,4,94,8,Day-Peak,5
3929,3930,1,1,2,Night,4
3930,3931,2,46,13,Day-Off-Peak,4
3931,3932,3,82,7,Day-Off-Peak,5
3932,3933,4,98,12,Night,4
3933,3934,1,13,2,Day-Off-Peak,5
3934,3935,4,43,9,Night,4
3935,3936,1,30,6,Day-Off-Peak,4
3936,3937,1,16,2,Day-Off-Peak,4
3937,3938,1,50,2,Day-Peak,4
3938,3939,3,69,6,Night,5
3939,3940,1,29,3,Night,4
3940,3941,1,15,2,Day-Peak,4
3941,3942,3,76,7,Day-Off-Peak,4
3942,3943,3,61,8,Night,4
3943,3944,1,17,2,Night,4
3944,3945,1,9,2,Night,4
3945,3946,1,94,2,Day-Off-Peak,5
3946,3947,4,67,9,Day-Peak,4
3947,3948,3,91,7,Night,5
3948,3949,1,1,2,Night,4
3949,3950,2,81,13,Day-Peak,4
3950,3951,2,35,13,Night,4
3951,3952,1,52,3,Day-Peak,3
3952,3953,2,52,13,Day-Off-Peak,4
3953,3954,3,71,8,Day-Peak,4
3954,3955,1,24,2,Day-Off-Peak,4
3955,3956,3,96,8,Night,3
3956,3957,2,39,14,Day-Peak,3
3957,3958,1,25,2,Night,5
3958,3959,3,91,6,Day-Peak,5
3959,3960,3,76,7,Day-Off-Peak,4
3960,3961,3,99,6,Day-Peak,4
3961,3962,2,42,12,Night,5
3962,3963,3,85,7,Night,4
3963,3964,3,61,7,Night,5
3964,3965,2,85,13,Night,4
3965,3966,3,79,7,Day-Peak,5
3966,3967,4,81,9,Night,4
3967,3968,4,77,9,Day-Off-Peak,4
3968,3969,2,29,14,Night,4
3969,3970,2,29,13,Day-Peak,5
3970,3971,1,15,1,Night,4
3971,3972,1,71,2,Day-Peak,5
3972,3973,1,24,1,Day-Peak,4
3973,3974,1,48,3,Night,3
3974,3975,2,84,13,Day-Peak,5
3975,3976,4,79,10,Night,4
3976,3977,1,25,2,Night,5
3977,3978,2,54,15,Day-Off-Peak,4
3978,3979,4,42,10,Night,4
3979,3980,1,3,2,Day-Off-Peak,5
3980,3981,3,60,6,Day-Peak,4
3981,3982,1,46,2,Night,4
3982,3983,3,69,9,Day-Peak,4
3983,3984,1,25,2,Day-Peak,5
3984,3985,3,65,7,Day-Off-Peak,5
3985,3986,1,10,2,Night,5
3986,3987,2,78,13,Night,4
3987,3988,1,19,2,Night,5
3988,3989,1,13,1,Day-Peak,5
3989,3990,3,73,6,Day-Peak,5
3990,3991,3,75,7,Day-Off-Peak,4
3991,3992,2,64,15,Night,3
3992,3993,1,1,6,Day-Peak,3
3993,3994,3,77,6,Day-Peak,4
3994,3995,1,30,2,Day-Peak,5
3995,3996,3,97,8,Night,3
3996,3997,4,99,9,Day-Off-Peak,4
3997,3998,2,97,13,Night,4
3998,3999,1,1,1,Night,4
3999,4000,3,24,6,Day-Off-Peak,4
4000,4001,1,6,2,Day-Off-Peak,5
4001,4002,3,63,10,Night,3
4002,4003,1,1,2,Night,4
4003,4004,1,1,5,Night,3
4004,4005,1,22,1,Night,5
4005,4006,4,99,11,Night,3
4006,4007,3,58,12,Day-Off-Peak,4
4007,4008,3,48,7,Night,4
4008,4009,3,53,7,Day-Peak,4
4009,4010,1,10,1,Night,5
4010,4011,1,2,2,Day-Off-Peak,5
4011,4012,3,82,7,Night,5
4012,4013,4,100,9,Day-Peak,4
4013,4014,4,84,9,Night,5
4014,4015,2,48,17,Day-Off-Peak,3
4015,4016,1,65,3,Day-Off-Peak,4
4016,4017,4,79,9,Night,5
4017,4018,3,72,7,Day-Peak,5
4018,4019,2,51,13,Night,5
4019,4020,1,1,1,Day-Off-Peak,4
4020,4021,1,49,2,Day-Peak,5
4021,4022,1,9,1,Day-Peak,4
4022,4023,1,64,2,Night,4
4023,4024,1,6,1,Night,5
4024,4025,1,20,11,Night,3
4025,4026,1,11,2,Day-Peak,4
4026,4027,3,80,8,Day-Peak,3
4027,4028,3,89,7,Day-Peak,5
4028,4029,3,85,6,Day-Off-Peak,4
4029,4030,1,54,1,Night,5
4030,4031,4,72,10,Night,4
4031,4032,2,10,13,Day-Off-Peak,5
4032,4033,1,60,6,Night,3
4033,4034,4,74,8,Night,5
4034,4035,1,72,4,Day-Off-Peak,4
4035,4036,1,13,3,Day-Peak,4
4036,4037,2,65,14,Day-Peak,4
4037,4038,2,85,13,Day-Peak,4
4038,4039,3,68,7,Day-Off-Peak,5
4039,4040,1,40,2,Day-Off-Peak,5
4040,4041,3,67,7,Day-Off-Peak,4
4041,4042,1,54,5,Night,4
4042,4043,1,8,2,Night,4
4043,4044,4,84,9,Day-Peak,5
4044,4045,4,78,8,Day-Off-Peak,4
4045,4046,3,61,8,Night,4
4046,4047,2,64,12,Day-Off-Peak,4
4047,4048,1,6,3,Night,4
4048,4049,3,41,8,Day-Off-Peak,3
4049,4050,1,55,6,Day-Off-Peak,3
4050,4051,2,34,12,Night,5
4051,4052,3,61,7,Day-Peak,5
4052,4053,3,71,12,Night,4
4053,4054,3,34,6,Day-Peak,5
4054,4055,2,67,13,Night,4
4055,4056,1,73,2,Day-Peak,5
4056,4057,4,91,9,Day-Peak,5
4057,4058,3,43,7,Night,4
4058,4059,1,5,2,Night,4
4059,4060,1,44,5,Day-Off-Peak,4
4060,4061,3,88,9,Day-Off-Peak,3
4061,4062,1,10,2,Night,5
4062,4063,1,29,5,Night,4
4063,4064,3,32,7,Night,5
4064,4065,1,11,3,Day-Off-Peak,3
4065,4066,1,28,2,Day-Peak,5
4066,4067,3,30,7,Night,5
4067,4068,3,93,6,Day-Peak,4
4068,4069,1,1,2,Day-Peak,4
4069,4070,3,75,7,Night,4
4070,4071,4,99,9,Day-Off-Peak,4
4071,4072,2,44,14,Day-Off-Peak,4
4072,4073,1,4,2,Day-Off-Peak,4
4073,4074,1,16,2,Day-Off-Peak,4
4074,4075,4,92,8,Night,4
4075,4076,2,33,14,Day-Off-Peak,4
4076,4077,2,76,15,Day-Off-Peak,3
4077,4078,1,5,2,Day-Off-Peak,4
4078,4079,1,77,2,Day-Peak,4
4079,4080,3,81,8,Day-Off-Peak,3
4080,4081,4,77,10,Night,3
4081,4082,4,95,9,Day-Off-Peak,4
4082,4083,3,69,7,Day-Off-Peak,5
4083,4084,2,58,12,Day-Peak,5
4084,4085,2,59,14,Day-Peak,4
4085,4086,3,87,8,Day-Off-Peak,3
4086,4087,1,11,3,Day-Off-Peak,3
4087,4088,2,93,14,Night,3
4088,4089,4,88,9,Night,4
4089,4090,2,74,16,Night,4
4090,4091,1,76,4,Day-Peak,3
4091,4092,1,22,2,Day-Peak,5
4092,4093,1,14,1,Night,4
4093,4094,4,95,9,Night,4
4094,4095,2,84,13,Day-Off-Peak,5
4095,4096,2,29,13,Day-Off-Peak,5
4096,4097,2,93,13,Day-Peak,4
4097,4098,2,80,12,Day-Peak,4
4098,4099,2,29,19,Night,4
4099,4100,2,79,13,Day-Off-Peak,5
4100,4101,1,1,2,Night,4
4101,4102,1,23,2,Day-Off-Peak,5
4102,4103,3,50,7,Day-Peak,4
4103,4104,2,47,13,Day-Peak,4
4104,4105,4,64,9,Night,4
4105,4106,2,42,14,Day-Peak,4
4106,4107,1,32,2,Day-Off-Peak,5
4107,4108,1,66,2,Night,5
4108,4109,3,49,8,Night,4
4109,4110,1,9,2,Night,4
4110,4111,2,4,13,Day-Off-Peak,4
4111,4112,3,53,7,Day-Off-Peak,4
4112,4113,2,63,16,Day-Off-Peak,3
4113,4114,3,38,6,Night,4
4114,4115,2,36,13,Day-Off-Peak,5
4115,4116,2,39,13,Night,4
4116,4117,3,73,6,Night,5
4117,4118,2,22,12,Night,5
4118,4119,1,17,2,Day-Off-Peak,4
4119,4120,3,77,7,Night,4
4120,4121,2,38,14,Day-Off-Peak,3
4121,4122,3,74,7,Night,5
4122,4123,4,62,10,Day-Peak,4
4123,4124,3,83,7,Day-Peak,4
4124,4125,2,86,13,Day-Off-Peak,4
4125,4126,1,15,4,Day-Peak,3
4126,4127,1,42,1,Day-Peak,5
4127,4128,1,10,2,Night,5
4128,4129,3,67,6,Day-Off-Peak,4
4129,4130,1,1,2,Day-Peak,4
4130,4131,3,74,7,Day-Peak,5
4131,4132,2,29,12,Day-Peak,5
4132,4133,1,46,3,Night,3
4133,4134,1,52,3,Day-Off-Peak,3
4134,4135,3,77,8,Day-Peak,3
4135,4136,1,2,2,Day-Peak,5
4136,4137,3,64,7,Day-Off-Peak,4
4137,4138,1,6,3,Night,4
4138,4139,4,48,9,Day-Peak,4
4139,4140,1,69,2,Day-Peak,5
4140,4141,3,47,8,Day-Off-Peak,3
4141,4142,1,4,2,Day-Off-Peak,4
4142,4143,1,35,1,Night,4
4143,4144,3,78,8,Day-Peak,3
4144,4145,1,8,2,Night,4
4145,4146,2,40,13,Night,5
4146,4147,1,50,2,Day-Off-Peak,4
4147,4148,3,71,7,Night,5
4148,4149,2,38,13,Day-Peak,4
4149,4150,1,63,1,Night,4
4150,4151,1,59,2,Day-Peak,5
4151,4152,2,23,13,Night,5
4152,4153,1,62,2,Night,5
4153,4154,1,30,5,Day-Off-Peak,4
4154,4155,1,13,3,Day-Peak,4
4155,4156,1,45,2,Day-Peak,4
4156,4157,3,19,9,Day-Off-Peak,4
4157,4158,1,5,2,Day-Off-Peak,4
4158,4159,4,99,9,Day-Peak,4
4159,4160,1,14,2,Day-Peak,4
4160,4161,3,76,8,Day-Peak,3
4161,4162,3,46,8,Day-Off-Peak,3
4162,4163,2,32,13,Night,5
4163,4164,1,57,2,Night,4
4164,4165,1,19,2,Day-Off-Peak,5
4165,4166,4,75,9,Day-Peak,4
4166,4167,4,100,9,Night,4
4167,4168,1,45,2,Day-Peak,4
4168,4169,1,7,2,Night,4
4169,4170,3,57,8,Day-Off-Peak,3
4170,4171,3,9,8,Day-Off-Peak,3
4171,4172,2,55,13,Day-Off-Peak,4
4172,4173,1,71,1,Day-Off-Peak,5
4173,4174,1,34,3,Day-Peak,4
4174,4175,2,84,13,Day-Peak,5
4175,4176,2,43,13,Night,4
4176,4177,2,23,14,Day-Off-Peak,4
4177,4178,2,36,13,Day-Off-Peak,5
4178,4179,2,5,15,Night,3
4179,4180,1,69,3,Day-Peak,4
4180,4181,2,77,13,Night,4
4181,4182,1,4,2,Day-Peak,4
4182,4183,1,8,2,Night,4
4183,4184,2,63,12,Night,4
4184,4185,2,71,13,Night,5
4185,4186,1,18,3,Night,4
4186,4187,2,50,12,Night,4
4187,4188,1,42,2,Day-Off-Peak,5
4188,4189,1,3,2,Day-Off-Peak,5
4189,4190,2,38,13,Day-Off-Peak,4
4190,4191,2,86,14,Day-Off-Peak,3
4191,4192,2,20,13,Day-Peak,4
4192,4193,1,42,1,Day-Peak,5
4193,4194,1,25,2,Night,5
4194,4195,3,71,6,Day-Peak,5
4195,4196,2,24,14,Day-Peak,3
4196,4197,1,74,5,Day-Peak,4
4197,4198,3,87,7,Day-Off-Peak,4
4198,4199,1,9,7,Night,3
4199,4200,1,64,2,Night,4
4200,4201,1,51,2,Day-Peak,5
4201,4202,2,90,16,Day-Peak,4
4202,4203,2,83,13,Day-Off-Peak,4
4203,4204,3,34,6,Day-Off-Peak,5
4204,4205,1,67,2,Day-Off-Peak,4
4205,4206,1,32,2,Day-Off-Peak,5
4206,4207,1,34,2,Night,5
4207,4208,1,37,2,Night,5
4208,4209,1,2,1,Day-Off-Peak,5
4209,4210,3,78,8,Night,3
4210,4211,4,89,10,Day-Peak,4
4211,4212,4,85,8,Day-Off-Peak,4
4212,4213,2,54,13,Night,5
4213,4214,3,11,7,Day-Peak,4
4214,4215,3,82,7,Day-Peak,5
4215,4216,1,71,12,Night,4
4216,4217,1,57,2,Day-Peak,4
4217,4218,3,83,7,Day-Off-Peak,4
4218,4219,1,58,2,Day-Peak,5
4219,4220,4,82,9,Day-Off-Peak,5
4220,4221,4,44,8,Night,5
4221,4222,2,94,14,Night,4
4222,4223,3,70,8,Day-Peak,4
4223,4224,2,67,12,Night,4
4224,4225,2,50,13,Night,4
4225,4226,1,22,2,Day-Off-Peak,5
4226,4227,3,50,7,Day-Peak,4
4227,4228,2,81,13,Day-Off-Peak,4
4228,4229,4,85,9,Day-Off-Peak,4
4229,4230,1,31,3,Day-Off-Peak,3
4230,4231,3,34,7,Day-Off-Peak,5
4231,4232,4,52,9,Day-Peak,4
4232,4233,4,95,9,Day-Peak,4
4233,4234,1,75,1,Day-Peak,4
4234,4235,1,64,4,Night,3
4235,4236,2,33,13,Day-Off-Peak,5
4236,4237,1,17,2,Day-Peak,4
4237,4238,2,17,15,Night,3
4238,4239,1,56,2,Night,4
4239,4240,3,38,7,Day-Peak,4
4240,4241,3,85,7,Day-Off-Peak,4
4241,4242,4,77,10,Night,3
4242,4243,1,10,3,Day-Peak,4
4243,4244,2,85,14,Day-Off-Peak,3
4244,4245,1,4,4,Day-Off-Peak,3
4245,4246,4,67,10,Day-Off-Peak,3
4246,4247,1,51,2,Day-Peak,5
4247,4248,2,38,12,Day-Off-Peak,4
4248,4249,3,35,9,Day-Off-Peak,3
4249,4250,1,36,2,Day-Peak,5
4250,4251,3,71,9,Day-Peak,4
4251,4252,4,95,9,Day-Off-Peak,4
4252,4253,1,58,1,Night,5
4253,4254,4,86,9,Night,4
4254,4255,2,72,18,Night,4
4255,4256,1,52,2,Night,4
4256,4257,2,22,13,Night,5
4257,4258,3,63,16,Day-Off-Peak,3
4258,4259,1,40,1,Day-Peak,5
4259,4260,2,58,12,Day-Peak,5
4260,4261,1,18,3,Day-Peak,4
4261,4262,2,63,12,Day-Peak,4
4262,4263,2,60,14,Day-Peak,3
4263,4264,4,93,9,Day-Peak,4
4264,4265,2,70,13,Day-Off-Peak,5
4265,4266,3,77,7,Day-Off-Peak,4
4266,4267,2,2,14,Night,4
4267,4268,1,5,1,Day-Peak,4
4268,4269,4,97,9,Day-Peak,4
4269,4270,1,57,2,Day-Off-Peak,4
4270,4271,2,84,12,Day-Peak,5
4271,4272,1,13,2,Day-Off-Peak,5
4272,4273,3,92,7,Day-Off-Peak,4
4273,4274,4,55,9,Night,4
4274,4275,1,16,1,Night,4
4275,4276,2,38,12,Day-Peak,4
4276,4277,1,95,1,Day-Peak,4
4277,4278,3,26,7,Night,5
4278,4279,1,10,5,Day-Off-Peak,4
4279,4280,2,92,12,Day-Off-Peak,4
4280,4281,1,56,4,Night,3
4281,4282,3,44,7,Day-Off-Peak,5
4282,4283,1,41,2,Day-Peak,4
4283,4284,1,36,1,Day-Off-Peak,5
4284,4285,2,85,13,Day-Off-Peak,4
4285,4286,2,68,12,Day-Peak,5
4286,4287,1,12,1,Day-Off-Peak,4
4287,4288,4,100,10,Night,3
4288,4289,2,81,14,Day-Off-Peak,3
4289,4290,3,62,6,Day-Peak,5
4290,4291,4,89,15,Day-Off-Peak,4
4291,4292,2,35,13,Day-Peak,4
4292,4293,2,21,14,Night,3
4293,4294,4,37,8,Night,5
4294,4295,4,61,9,Day-Peak,5
4295,4296,1,17,2,Day-Off-Peak,4
4296,4297,1,82,3,Day-Off-Peak,4
4297,4298,2,54,13,Night,5
4298,4299,1,6,2,Night,5
4299,4300,1,14,2,Day-Off-Peak,4
4300,4301,2,44,13,Night,5
4301,4302,1,21,3,Day-Off-Peak,3
4302,4303,2,39,14,Night,3
4303,4304,3,69,6,Night,5
4304,4305,4,59,8,Night,5
4305,4306,3,83,9,Night,3
4306,4307,3,61,6,Night,5
4307,4308,2,47,12,Day-Peak,4
4308,4309,3,93,6,Day-Peak,4
4309,4310,2,37,13,Day-Peak,5
4310,4311,3,59,6,Night,5
4311,4312,4,97,9,Day-Peak,4
4312,4313,1,13,5,Day-Peak,4
4313,4314,3,41,7,Day-Peak,4
4314,4315,2,92,12,Night,4
4315,4316,1,75,2,Day-Peak,4
4316,4317,4,100,9,Night,4
4317,4318,1,34,7,Day-Off-Peak,4
4318,4319,3,88,7,Day-Peak,4
4319,4320,1,13,1,Night,5
4320,4321,2,93,13,Day-Off-Peak,4
4321,4322,2,53,14,Night,3
4322,4323,1,32,2,Day-Peak,5
4323,4324,1,20,2,Day-Peak,4
4324,4325,3,45,8,Day-Off-Peak,3
4325,4326,3,90,7,Day-Off-Peak,5
4326,4327,2,54,13,Day-Peak,5
4327,4328,2,58,16,Day-Peak,4
4328,4329,2,34,13,Night,5
4329,4330,3,51,8,Night,4
4330,4331,2,25,13,Day-Peak,5
4331,4332,4,21,9,Day-Peak,4
4332,4333,2,87,13,Night,4
4333,4334,1,49,2,Night,5
4334,4335,3,98,7,Day-Off-Peak,5
4335,4336,3,97,9,Night,3
4336,4337,1,5,1,Day-Off-Peak,4
4337,4338,1,13,2,Night,5
4338,4339,1,27,2,Night,4
4339,4340,1,1,3,Day-Peak,3
4340,4341,4,97,9,Day-Off-Peak,4
4341,4342,1,1,1,Night,4
4342,4343,2,40,12,Day-Off-Peak,5
4343,4344,2,53,14,Night,3
4344,4345,3,57,10,Night,3
4345,4346,2,47,14,Night,3
4346,4347,1,1,1,Day-Peak,4
4347,4348,1,38,2,Night,4
4348,4349,1,7,2,Day-Off-Peak,4
4349,4350,2,30,12,Day-Off-Peak,5
4350,4351,1,5,3,Day-Off-Peak,3
4351,4352,1,13,3,Day-Peak,4
4352,4353,1,15,3,Day-Peak,3
4353,4354,1,31,2,Day-Peak,4
4354,4355,4,25,8,Day-Peak,5
4355,4356,1,35,2,Day-Off-Peak,4
4356,4357,2,32,12,Day-Peak,5
4357,4358,2,34,13,Day-Peak,5
4358,4359,2,35,14,Night,3
4359,4360,3,44,7,Day-Peak,5
4360,4361,3,82,9,Night,4
4361,4362,2,72,13,Day-Off-Peak,5
4362,4363,1,28,1,Night,5
4363,4364,2,36,14,Night,4
4364,4365,3,35,7,Day-Off-Peak,4
4365,4366,1,27,2,Day-Off-Peak,4
4366,4367,3,18,7,Day-Peak,5
4367,4368,4,85,19,Day-Off-Peak,3
4368,4369,2,20,13,Day-Peak,4
4369,4370,2,38,13,Day-Off-Peak,4
4370,4371,1,6,2,Night,5
4371,4372,3,87,6,Day-Off-Peak,4
4372,4373,1,18,2,Day-Off-Peak,5
4373,4374,3,83,7,Day-Peak,4
4374,4375,1,21,1,Day-Off-Peak,4
4375,4376,1,4,2,Day-Peak,4
4376,4377,4,76,9,Day-Off-Peak,4
4377,4378,1,10,2,Day-Peak,5
4378,4379,1,25,2,Day-Off-Peak,5
4379,4380,3,68,13,Night,4
4380,4381,3,10,7,Day-Peak,5
4381,4382,4,95,9,Day-Peak,4
4382,4383,1,15,3,Day-Peak,3
4383,4384,4,81,9,Day-Off-Peak,4
4384,4385,4,45,9,Night,4
4385,4386,2,73,13,Day-Off-Peak,5
4386,4387,3,40,7,Day-Off-Peak,5
4387,4388,2,47,14,Day-Peak,3
4388,4389,1,6,2,Day-Off-Peak,5
4389,4390,1,9,3,Night,3
4390,4391,1,30,2,Day-Off-Peak,5
4391,4392,1,33,2,Night,5
4392,4393,3,35,7,Day-Off-Peak,4
4393,4394,3,64,6,Day-Peak,4
4394,4395,3,19,7,Day-Peak,5
4395,4396,3,89,8,Night,4
4396,4397,1,6,2,Day-Peak,5
4397,4398,1,41,3,Night,3
4398,4399,1,52,3,Night,3
4399,4400,2,52,13,Day-Peak,4
4400,4401,2,70,15,Night,4
4401,4402,3,60,7,Night,4
4402,4403,1,72,3,Day-Off-Peak,4
4403,4404,1,54,3,Night,4
4404,4405,1,28,2,Day-Peak,5
4405,4406,1,51,2,Night,5
4406,4407,1,43,2,Day-Peak,4
4407,4408,3,24,6,Night,4
4408,4409,3,87,8,Day-Off-Peak,3
4409,4410,2,47,17,Night,3
4410,4411,1,9,2,Day-Peak,4
4411,4412,2,22,13,Day-Off-Peak,5
4412,4413,1,11,3,Day-Peak,3
4413,4414,2,59,13,Day-Off-Peak,5
4414,4415,1,46,2,Day-Off-Peak,4
4415,4416,2,42,13,Night,5
4416,4417,4,94,10,Day-Off-Peak,4
4417,4418,2,87,23,Day-Off-Peak,3
4418,4419,3,33,8,Day-Peak,4
4419,4420,1,63,4,Day-Peak,3
4420,4421,1,62,4,Day-Off-Peak,4
4421,4422,3,25,7,Day-Peak,5
4422,4423,2,92,17,Day-Peak,3
4423,4424,2,88,14,Night,3
4424,4425,1,23,4,Day-Off-Peak,4
4425,4426,1,24,2,Night,4
4426,4427,2,43,13,Day-Off-Peak,4
4427,4428,1,61,2,Night,5
4428,4429,2,70,14,Day-Peak,4
4429,4430,3,89,7,Day-Off-Peak,5
4430,4431,3,73,7,Day-Off-Peak,5
4431,4432,1,66,2,Day-Peak,5
4432,4433,3,52,8,Night,3
4433,4434,1,9,1,Day-Peak,4
4434,4435,3,68,6,Day-Peak,5
4435,4436,3,89,7,Day-Peak,5
4436,4437,2,26,13,Day-Off-Peak,5
4437,4438,3,94,9,Day-Peak,4
4438,4439,2,79,17,Day-Peak,4
4439,4440,2,58,13,Day-Peak,5
4440,4441,1,61,2,Day-Off-Peak,5
4441,4442,1,10,1,Night,5
4442,4443,2,12,14,Day-Off-Peak,3
4443,4444,2,30,13,Day-Off-Peak,5
4444,4445,1,6,3,Night,4
4445,4446,2,35,14,Day-Peak,3
4446,4447,3,70,6,Day-Off-Peak,5
4447,4448,1,28,6,Night,4
4448,4449,1,72,1,Day-Off-Peak,5
4449,4450,3,93,7,Day-Peak,4
4450,4451,4,78,12,Day-Peak,3
4451,4452,4,86,11,Day-Off-Peak,3
4452,4453,1,10,1,Day-Off-Peak,5
4453,4454,2,23,14,Day-Peak,4
4454,4455,1,5,3,Day-Peak,3
4455,4456,2,57,13,Day-Off-Peak,4
4456,4457,3,42,8,Day-Peak,4
4457,4458,1,31,1,Day-Peak,4
4458,4459,4,57,9,Day-Peak,4
4459,4460,3,91,9,Night,4
4460,4461,1,10,2,Night,5
4461,4462,3,17,7,Day-Peak,4
4462,4463,1,36,2,Day-Peak,5
4463,4464,2,62,13,Day-Peak,5
4464,4465,1,73,2,Day-Off-Peak,5
4465,4466,2,85,12,Day-Peak,4
4466,4467,2,64,13,Day-Peak,4
4467,4468,2,51,13,Day-Peak,5
4468,4469,1,80,1,Day-Off-Peak,4
4469,4470,1,9,1,Night,4
4470,4471,4,100,10,Night,3
4471,4472,4,68,12,Day-Peak,4
4472,4473,2,14,13,Night,4
4473,4474,1,28,1,Day-Peak,5
4474,4475,2,78,13,Day-Off-Peak,4
4475,4476,4,100,9,Day-Peak,4
4476,4477,2,65,12,Day-Off-Peak,5
4477,4478,3,88,8,Day-Peak,3
4478,4479,2,77,12,Night,4
